protocol_mode,candidate_id,model_family,model_name,feature_view,target,is_ceiling_model,mae,rmse,r2,bias,calibration_slope,calibration_intercept,primary_avg_mae,advances,advances_target,advances_all_primary_targets,beats_dummy_all_primary_targets,beats_hybrid_only_all_primary_targets,best_paired_only_primary_avg_mae,beats_best_paired_only,best_paired_only_target_mae,beats_best_paired_only_target,eligible_target_default
inductive,inductive|hybrid_plus_paired|xgboost_w25|unit_raw,hybrid_plus_paired,xgboost_w25,unit_raw,fpos,False,0.18564804927870146,0.2543220357553187,-0.01339067929693094,0.1162817507179901,0.6166417330739108,0.013921470249371067,0.18564804927870146,False,False,False,False,False,,False,,False,False
