recipe_id,canonical_r2,canonical_mae,recheck_r2,recheck_mae,delta_r2,delta_mae
fpos_paired_raw,0.4996046575052398,0.1236399835855718,0.4996046575052398,0.1236399835855718,0.0,0.0
fpos_hybrid_plus_paired,0.2709752422738135,0.1483971889909965,0.3152981520780893,0.1378605384510776,0.044322909804275834,-0.010536650539918896
fpos_pre_waveform_unlabeled,0.501473465085337,0.1178656977327637,0.501473465085337,0.1178656977327637,0.0,0.0
fpos_waveform_winner,0.5331891877732409,0.1160615450398521,0.5542199052140749,0.1134037535530755,0.021030717440834068,-0.002657791486776598
