comparison,feature_set,feature_group,n_features,mean_abs_smd,median_abs_smd,max_abs_smd,mean_ks,mean_missing_gap
hybrid_vs_paired_unmatched,full_context,acg_bins,40,0.26533347672400887,0.2884367360663128,0.5076744169396211,0.26571286038073866,0.0
hybrid_vs_paired_unmatched,full_context,recording_relative,51,0.00964549105547941,0.008844630434551944,0.027553508040654554,0.018499688188729962,0.007304655386543303
hybrid_vs_paired_unmatched,shape,waveform_bins,30,0.7157700604928902,0.47599632472111564,2.4694604169457692,0.5205651425660512,0.0
hybrid_vs_paired_unmatched,shape,acg_bins,40,0.26533347672400887,0.2884367360663128,0.5076744169396211,0.26571286038073866,0.0
hybrid_vs_paired_unmatched,unit,other,41,0.7315365106232653,0.647884909216654,2.5562214343422642,0.5328596526030136,0.04469116643627121
hybrid_vs_paired_unmatched,unit,waveform_bins,30,0.7157700604928902,0.47599632472111564,2.4694604169457692,0.5205651425660512,0.0
hybrid_vs_paired_unmatched,unit,amplitude,23,0.5359173844715924,0.5974040377590919,1.403312578919958,0.5811922807336337,0.00037541208313387185
hybrid_vs_paired_unmatched,unit,confusability,15,0.5330562369198829,0.4617442990292294,1.081978815354423,0.2970072691571489,0.00013675213675213478
hybrid_vs_paired_unmatched,unit,spikeinterface,15,0.2986922806941377,0.21159174785449067,0.9698558404563195,0.3064008417301637,0.024123444316689825
hybrid_vs_paired_unmatched,unit,acg_bins,40,0.26533347672400887,0.2884367360663128,0.5076744169396211,0.26571286038073866,0.0
paired_finetune_vs_test,context_only,recording_context,470,0.22024959511730022,0.16612058786842604,1.198672725419208,0.22881722856510947,-0.0025150129250347975
paired_finetune_vs_test,context_only,recording_relative,51,0.16177023214005717,0.09487341950002534,0.524663475553031,0.1741177795672143,-0.011196628183983872
paired_finetune_vs_test,full_context,waveform_bins,30,0.5551579249606523,0.5580261605665122,0.8286270717420118,0.3159158878504673,0.0
paired_finetune_vs_test,full_context,acg_bins,40,0.46007333115845317,0.4453666641792411,1.0890750734601307,0.28341121495327104,0.0
paired_finetune_vs_test,full_context,amplitude,23,0.36844010755636725,0.2738536016765885,0.8261990655835826,0.2593945550589191,0.0
paired_finetune_vs_test,full_context,confusability,15,0.36296174726584113,0.39189914736256665,0.5444075510865324,0.21291385339182403,0.0040000000000000036
paired_finetune_vs_test,full_context,other,41,0.3580125903989691,0.3144930216365827,0.8710468862378155,0.2616217803340361,-0.03282197401413267
paired_finetune_vs_test,full_context,spikeinterface,15,0.2288191977854666,0.17019427330851877,0.8483865983754502,0.1853150677846669,-0.042068535825545164
paired_finetune_vs_test,full_context,recording_context,470,0.22024959511730022,0.16612058786842604,1.198672725419208,0.22881722856510947,-0.0025150129250347975
paired_finetune_vs_test,full_context,recording_relative,51,0.16177023214005717,0.09487341950002534,0.524663475553031,0.1741177795672143,-0.011196628183983872
paired_finetune_vs_test,shape,waveform_bins,30,0.5551579249606523,0.5580261605665122,0.8286270717420118,0.3159158878504673,0.0
paired_finetune_vs_test,shape,acg_bins,40,0.46007333115845317,0.4453666641792411,1.0890750734601307,0.28341121495327104,0.0
paired_finetune_vs_test,unit,waveform_bins,30,0.5551579249606523,0.5580261605665122,0.8286270717420118,0.3159158878504673,0.0
paired_finetune_vs_test,unit,acg_bins,40,0.46007333115845317,0.4453666641792411,1.0890750734601307,0.28341121495327104,0.0
paired_finetune_vs_test,unit,amplitude,23,0.36844010755636725,0.2738536016765885,0.8261990655835826,0.2593945550589191,0.0
paired_finetune_vs_test,unit,confusability,15,0.36296174726584113,0.39189914736256665,0.5444075510865324,0.21291385339182403,0.0040000000000000036
paired_finetune_vs_test,unit,other,41,0.3580125903989691,0.3144930216365827,0.8710468862378155,0.2616217803340361,-0.03282197401413267
paired_finetune_vs_test,unit,spikeinterface,15,0.2288191977854666,0.17019427330851877,0.8483865983754502,0.1853150677846669,-0.042068535825545164
paired_matched_vs_unmatched,context_only,recording_relative,51,0.41435753307640066,0.3896270027690826,0.9301378378611224,0.2087349888182836,0.028370239214228984
paired_matched_vs_unmatched,context_only,recording_context,470,0.20300419541732298,0.14548395883304766,0.9301378378611226,0.1498049251261493,0.006195150106343446
paired_matched_vs_unmatched,full_context,recording_relative,51,0.41435753307640066,0.3896270027690826,0.9301378378611224,0.2087349888182836,0.028370239214228984
paired_matched_vs_unmatched,full_context,recording_context,470,0.20300419541732298,0.14548395883304766,0.9301378378611226,0.1498049251261493,0.006195150106343446
paired_matched_vs_unmatched,full_context,other,41,0.18453627260636093,0.12326556794088524,0.6634203136349668,0.18126546381431524,-0.007121600758928431
paired_matched_vs_unmatched,full_context,confusability,15,0.17686267565464603,0.09660038005832329,0.7487841293119742,0.128687431613375,-0.001795615013006328
paired_matched_vs_unmatched,full_context,waveform_bins,30,0.12126164517857209,0.13209009653702591,0.19164206458270422,0.129715017135307,0.0
paired_matched_vs_unmatched,full_context,acg_bins,40,0.10806278699278651,0.07719153661035077,0.3018378426734453,0.1477938808373591,0.0
paired_matched_vs_unmatched,full_context,amplitude,23,0.10699221289062875,0.10815687497454518,0.25081988724874893,0.19173720064244443,0.0012535612535612515
paired_matched_vs_unmatched,full_context,spikeinterface,15,0.09347233423078913,0.05183826000895676,0.37603168807403015,0.14432978472934035,0.09633230108592429
paired_matched_vs_unmatched,shape,waveform_bins,30,0.12126164517857209,0.13209009653702591,0.19164206458270422,0.129715017135307,0.0
paired_matched_vs_unmatched,shape,acg_bins,40,0.10806278699278651,0.07719153661035077,0.3018378426734453,0.1477938808373591,0.0
paired_matched_vs_unmatched,unit,other,41,0.18453627260636093,0.12326556794088524,0.6634203136349668,0.18126546381431524,-0.007121600758928431
paired_matched_vs_unmatched,unit,confusability,15,0.17686267565464603,0.09660038005832329,0.7487841293119742,0.128687431613375,-0.001795615013006328
paired_matched_vs_unmatched,unit,waveform_bins,30,0.12126164517857209,0.13209009653702591,0.19164206458270422,0.129715017135307,0.0
paired_matched_vs_unmatched,unit,acg_bins,40,0.10806278699278651,0.07719153661035077,0.3018378426734453,0.1477938808373591,0.0
paired_matched_vs_unmatched,unit,amplitude,23,0.10699221289062875,0.10815687497454518,0.25081988724874893,0.19173720064244443,0.0012535612535612515
paired_matched_vs_unmatched,unit,spikeinterface,15,0.09347233423078913,0.05183826000895676,0.37603168807403015,0.14432978472934035,0.09633230108592429
