mae,rmse,r2,bias,calibration_slope,calibration_intercept,cv_r2,cv_mae
0.158408342100475,0.25543963053613933,-0.0744798675260312,-0.13296278430308,2.336858282328788,0.015389866605481892,0.010509341295857233,0.11195072570248803
