recipe_id,seed42_r2,seed42_mae,seed2026_r2,seed2026_mae,delta_r2_seed2026_minus_seed42,delta_mae_seed2026_minus_seed42
fpos_hybrid_plus_paired,0.2709752422738135,0.1483971889909965,-0.0133906792969309,0.1856480492787014,-0.28436592157074436,0.03725086028770491
fpos_paired_raw,0.4996046575052398,0.1236399835855718,0.3359073577448522,0.1604743626351419,-0.1636972997603876,0.0368343790495701
fpos_pre_waveform_unlabeled,0.501473465085337,0.1178656977327637,0.3930731547240762,0.1512974021124991,-0.10840031036126074,0.03343170437973539
fpos_waveform_winner,0.5331891877732409,0.1160615450398521,0.4193982878512864,0.1477097064849292,-0.11379089992195446,0.03164816144507711
