mae,rmse,r2,bias,calibration_slope,calibration_intercept,cv_r2,cv_mae
0.12826766845742849,0.18778954562429137,0.41928298632684646,-0.05909845926725091,1.2427479023425814,0.019819055534923864,0.3580516020035831,0.1377430297326511
