recipe_id,label,recording_key,row_count,mae,rmse,r2,bias
fmiss_paired_context,Paired-only context,PAIRED_BOYDEN::paired_boyden32c::1103_1_1,10,0.15475881894752186,0.20681194420010643,0.46757981437272844,-0.05989188642857139
fmiss_paired_context,Paired-only context,PAIRED_BOYDEN::paired_boyden32c::419_1_8,11,0.11385590886019079,0.15940987740690715,0.5965165362638916,-0.10318851070754356
fmiss_paired_context,Paired-only context,PAIRED_CRCNS_HC1::paired_crcns::d11221_d11221.001,1,0.18935035447154475,0.18935035447154475,,0.18935035447154475
fmiss_paired_context,Paired-only context,PAIRED_CRCNS_HC1::paired_crcns::d11222_d11222.002,8,0.15639979679926766,0.17762032157091154,-0.1558194615656605,0.03795310199567249
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m139_200114_191955,3,0.22235237966291777,0.276150117090593,-16.921149822791737,-0.22235237966291777
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m139_200114_222743,7,0.19184694271852823,0.19638401915450918,-825.6607751047115,0.19184694271852823
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m14_190326_155432,3,0.19209395410256414,0.21262620145139693,-71.19192659460408,0.19209395410256414
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m15_190315_142052_cell1,6,0.1939585242372425,0.22088763163479871,-0.01502733482189944,-0.1939585242372425
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m15_190315_152315_cell1,6,0.16040473217847004,0.17162829516160225,-4.828373251220654,0.1262561098611563
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m26_190524_100859_cell1,3,0.4688606150508701,0.5088534230762826,-7.991895835498944,-0.4688606150508701
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m57_191105_141906,6,0.12136155304038006,0.12914030756042544,0.6574905767561925,0.1069853405991027
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m57_191105_160026,10,0.255714654389313,0.3215999010124319,-9.126292406058914,-0.255714654389313
fmiss_paired_context,Paired-only context,PAIRED_KAMPFF::paired_kampff::c14,6,0.4388329162883813,0.46334362437173654,-42.47915649578579,0.4388329162883813
fmiss_paired_context,Paired-only context,PAIRED_MEA64C_YGER::paired_mea64c::20170622_patch1,9,0.2047028258362084,0.22183837044256935,0.261040431246194,0.18211694371528547
fmiss_paired_context,Paired-only context,PAIRED_MEA64C_YGER::paired_mea64c::20170622_patch2,11,0.12586484455085578,0.1976358638586995,0.5535891402336934,-0.046699417553927654
fmiss_source_reweighted,Source-reweighted full context,PAIRED_BOYDEN::paired_boyden32c::1103_1_1,10,0.1468876342691934,0.2123328975811946,0.43877391205496696,-0.1332678116285714
fmiss_source_reweighted,Source-reweighted full context,PAIRED_BOYDEN::paired_boyden32c::419_1_8,11,0.09503334761559169,0.12509189743361485,0.7515416224059008,-0.03633082270754356
fmiss_source_reweighted,Source-reweighted full context,PAIRED_CRCNS_HC1::paired_crcns::d11221_d11221.001,1,0.3452472944715447,0.3452472944715447,,0.3452472944715447
fmiss_source_reweighted,Source-reweighted full context,PAIRED_CRCNS_HC1::paired_crcns::d11222_d11222.002,8,0.10909041448735021,0.15669855458681314,0.10043058788482817,-0.03329955425432751
fmiss_source_reweighted,Source-reweighted full context,PAIRED_ENGLISH::paired_english::m139_200114_191955,3,0.36043230632958445,0.38914461928343413,-34.58749890807072,-0.36043230632958445
fmiss_source_reweighted,Source-reweighted full context,PAIRED_ENGLISH::paired_english::m139_200114_222743,7,0.17399608843281394,0.17564403384226532,-660.2746100989787,0.17399608843281394
fmiss_source_reweighted,Source-reweighted full context,PAIRED_ENGLISH::paired_english::m14_190326_155432,3,0.38792992410256416,0.4232636701847028,-285.0731233947808,0.38792992410256416
fmiss_source_reweighted,Source-reweighted full context,PAIRED_ENGLISH::paired_english::m15_190315_142052_cell1,6,0.2619698209039092,0.30327478543809583,-0.9134078390930702,-0.2619698209039092
fmiss_source_reweighted,Source-reweighted full context,PAIRED_ENGLISH::paired_english::m15_190315_152315_cell1,6,0.11710495334513671,0.12133724788394532,-1.913116545283303,0.06760035869448965
fmiss_source_reweighted,Source-reweighted full context,PAIRED_ENGLISH::paired_english::m26_190524_100859_cell1,3,0.5223075713842035,0.5534262381128051,-9.636172131878705,-0.5223075713842035
fmiss_source_reweighted,Source-reweighted full context,PAIRED_ENGLISH::paired_english::m57_191105_141906,6,0.11599211126946422,0.12489910712505177,0.6796184050336591,0.021452283932436034
fmiss_source_reweighted,Source-reweighted full context,PAIRED_ENGLISH::paired_english::m57_191105_160026,10,0.3372357354198473,0.3761487620896336,-12.852811506232184,-0.33485247938931295
fmiss_source_reweighted,Source-reweighted full context,PAIRED_KAMPFF::paired_kampff::c14,6,0.21349452228690743,0.25151131943857713,-11.81119961834533,0.21294599295504799
fmiss_source_reweighted,Source-reweighted full context,PAIRED_MEA64C_YGER::paired_mea64c::20170622_patch1,9,0.09554379815902031,0.11266807155052419,0.8093885143944068,0.0450243480486188
fmiss_source_reweighted,Source-reweighted full context,PAIRED_MEA64C_YGER::paired_mea64c::20170622_patch2,11,0.07441085518721943,0.09986833008215633,0.8860120838157609,-0.003785091463018569
fmiss_embed_nommd,Embed-nommd full context,PAIRED_BOYDEN::paired_boyden32c::1103_1_1,10,0.14995256776375124,0.21913919385542982,0.4022172244582245,-0.1290394123285714
fmiss_embed_nommd,Embed-nommd full context,PAIRED_BOYDEN::paired_boyden32c::419_1_8,11,0.07543276604200898,0.10320615008314327,0.8308755331980409,-0.05178519607117992
fmiss_embed_nommd,Embed-nommd full context,PAIRED_CRCNS_HC1::paired_crcns::d11221_d11221.001,1,0.43763431447154477,0.43763431447154477,,0.43763431447154477
fmiss_embed_nommd,Embed-nommd full context,PAIRED_CRCNS_HC1::paired_crcns::d11222_d11222.002,8,0.09636604948735022,0.15737761476771084,0.09261704591944131,-0.047665090254327525
fmiss_embed_nommd,Embed-nommd full context,PAIRED_ENGLISH::paired_english::m139_200114_191955,3,0.35460070632958446,0.3841238686983139,-33.67512182748393,-0.35460070632958446
fmiss_embed_nommd,Embed-nommd full context,PAIRED_ENGLISH::paired_english::m139_200114_222743,7,0.17074930557567106,0.17481011167157026,-654.010321397674,0.17074930557567106
fmiss_embed_nommd,Embed-nommd full context,PAIRED_ENGLISH::paired_english::m14_190326_155432,3,0.32985250410256417,0.374576298600549,-223.04520749605038,0.32985250410256417
fmiss_embed_nommd,Embed-nommd full context,PAIRED_ENGLISH::paired_english::m15_190315_142052_cell1,6,0.26154969257057586,0.29401819142158225,-0.7983877855769983,-0.26154969257057586
fmiss_embed_nommd,Embed-nommd full context,PAIRED_ENGLISH::paired_english::m15_190315_152315_cell1,6,0.1169644105118034,0.121353394036766,-1.9138918843522612,0.06622246819448967
fmiss_embed_nommd,Embed-nommd full context,PAIRED_ENGLISH::paired_english::m26_190524_100859_cell1,3,0.5276324157175368,0.5561816099327204,-9.742345500993364,-0.5276324157175368
fmiss_embed_nommd,Embed-nommd full context,PAIRED_ENGLISH::paired_english::m57_191105_141906,6,0.11861200460279757,0.13132629338976107,0.6457969756082156,0.02147202726576937
fmiss_embed_nommd,Embed-nommd full context,PAIRED_ENGLISH::paired_english::m57_191105_160026,10,0.3039052824198473,0.35490797839088367,-11.332473076878333,-0.29446795838931294
fmiss_embed_nommd,Embed-nommd full context,PAIRED_KAMPFF::paired_kampff::c14,6,0.2497319806202408,0.28592120342045346,-15.556458820729116,0.24815401795504802
fmiss_embed_nommd,Embed-nommd full context,PAIRED_MEA64C_YGER::paired_mea64c::20170622_patch1,9,0.08868913882568698,0.10193535022207492,0.8439739969793961,0.04739881404861881
fmiss_embed_nommd,Embed-nommd full context,PAIRED_MEA64C_YGER::paired_mea64c::20170622_patch2,11,0.0885708539508558,0.13883403321895432,0.779709829473535,-0.03139470360847312
fmiss_reduced_latent,Reduced-latent winner,PAIRED_BOYDEN::paired_boyden32c::1103_1_1,10,0.14075222406919338,0.17475164443069316,0.6198580307330486,-0.0594394794285714
fmiss_reduced_latent,Reduced-latent winner,PAIRED_BOYDEN::paired_boyden32c::419_1_8,11,0.09413448316098982,0.13318944166339153,0.718333704779414,-0.0671666942529981
fmiss_reduced_latent,Reduced-latent winner,PAIRED_CRCNS_HC1::paired_crcns::d11221_d11221.001,1,0.38361675447154475,0.38361675447154475,,0.38361675447154475
fmiss_reduced_latent,Reduced-latent winner,PAIRED_CRCNS_HC1::paired_crcns::d11222_d11222.002,8,0.11126447136235021,0.16498074566626522,0.002825364410957265,-0.03224872337932752
fmiss_reduced_latent,Reduced-latent winner,PAIRED_ENGLISH::paired_english::m139_200114_191955,3,0.33021003632958446,0.3547555973948856,-28.575624269768944,-0.33021003632958446
fmiss_reduced_latent,Reduced-latent winner,PAIRED_ENGLISH::paired_english::m139_200114_222743,7,0.13564896414709965,0.13868435026965018,-411.2588195819958,0.13564896414709965
fmiss_reduced_latent,Reduced-latent winner,PAIRED_ENGLISH::paired_english::m14_190326_155432,3,0.2875757507692308,0.3373670167199712,-180.74409630072017,0.2875757507692308
fmiss_reduced_latent,Reduced-latent winner,PAIRED_ENGLISH::paired_english::m15_190315_142052_cell1,6,0.2716150642372425,0.3047954725290033,-0.9326444500340461,-0.2716150642372425
fmiss_reduced_latent,Reduced-latent winner,PAIRED_ENGLISH::paired_english::m15_190315_152315_cell1,6,0.1198402630118034,0.12332028728494855,-2.009113955881277,0.08496857402782299
fmiss_reduced_latent,Reduced-latent winner,PAIRED_ENGLISH::paired_english::m26_190524_100859_cell1,3,0.5053478037175368,0.5400991593362485,-9.13007986015436,-0.5053478037175368
fmiss_reduced_latent,Reduced-latent winner,PAIRED_ENGLISH::paired_english::m57_191105_141906,6,0.11580086470704672,0.12421137781453519,0.683136912143162,0.06790803893243602
fmiss_reduced_latent,Reduced-latent winner,PAIRED_ENGLISH::paired_english::m57_191105_160026,10,0.2933923924198473,0.34079838393619105,-10.371393923018177,-0.28188141638931297
fmiss_reduced_latent,Reduced-latent winner,PAIRED_KAMPFF::paired_kampff::c14,6,0.23490244728690743,0.2734351708842885,-14.14200823131267,0.23201141795504798
fmiss_reduced_latent,Reduced-latent winner,PAIRED_MEA64C_YGER::paired_mea64c::20170622_patch1,9,0.09447917360346475,0.1111008379396691,0.8146545140546247,0.040665563715285465
fmiss_reduced_latent,Reduced-latent winner,PAIRED_MEA64C_YGER::paired_mea64c::20170622_patch2,11,0.08378709788721944,0.126158511897455,0.8180984693194897,-0.02118855712665493
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_BOYDEN::paired_boyden32c::1103_1_1,10,0.1653807689475219,0.21762780499742407,0.41043452763760657,-0.061552820428571395
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_BOYDEN::paired_boyden32c::419_1_8,11,0.12291025328856695,0.18237624319883813,0.4718809717073431,-0.11675546452572538
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_CRCNS_HC1::paired_crcns::d11221_d11221.001,1,0.26471675447154475,0.26471675447154475,,0.26471675447154475
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_CRCNS_HC1::paired_crcns::d11222_d11222.002,8,0.11017463242426767,0.15255748091059507,0.1473481935025336,-0.019294684379327524
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_ENGLISH::paired_english::m139_200114_191955,3,0.39417691299625107,0.4169720334848767,-39.85914385851296,-0.39417691299625107
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_ENGLISH::paired_english::m139_200114_222743,7,0.15329567986138537,0.15504520623083093,-514.2662879889897,0.15329567986138537
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_ENGLISH::paired_english::m14_190326_155432,3,0.2999706974358975,0.3340922522921943,-177.23290244124755,0.2999706974358975
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_ENGLISH::paired_english::m15_190315_142052_cell1,6,0.23396768757057584,0.2814014804693222,-0.647356889470436,-0.23396768757057584
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_ENGLISH::paired_english::m15_190315_152315_cell1,6,0.11327715167847006,0.11850838086076508,-1.7788666609864827,0.061366247027822986
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_ENGLISH::paired_english::m26_190524_100859_cell1,3,0.4341297027175368,0.4711142306315433,-6.7075848119579415,-0.4341297027175368
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_ENGLISH::paired_english::m57_191105_141906,6,0.09635136626946424,0.10854589208719372,0.7580221151546351,0.027334958932436038
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_ENGLISH::paired_english::m57_191105_160026,10,0.28484160438931294,0.3341351102271914,-9.931075065609825,-0.28484160438931294
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_KAMPFF::paired_kampff::c14,6,0.11797865228690745,0.13952458938319004,-2.942541134825315,0.0810727062883813
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_MEA64C_YGER::paired_mea64c::20170622_patch1,9,0.08123379715358832,0.09445173654435973,0.8660424368747113,0.016731757270841016
fmiss_transplanted_fpos,Transplanted fpos waveform recipe,PAIRED_MEA64C_YGER::paired_mea64c::20170622_patch2,11,0.11337228491449215,0.21155874965380525,0.48847693455844254,-0.08107697628120039
