target,variant_id,cv_mae,cv_r2,selected_rows,mean_selected_weight
fpos,wf_acg_embed_anchor_stack_xgboost,0.11688008554156211,0.4468990359597599,160,0.13629575073719025
fpos,acg_embed_anchor_stack_xgboost,0.11904420289373577,0.4166723198851604,160,0.13629575073719025
fpos,reference_anchor_stack_xgboost,0.11914467069089449,0.39830337415236206,160,0.13629575073719025
fpos,wf_embed_anchor_stack_xgboost,0.12315223451999364,0.3818536964260897,160,0.13629575073719025
