protocol,target,variant_id,family,backend,source_target,notes,mae,rmse,r2,bias,calibration_slope,calibration_intercept
main,fpos,source_reweighted_cluster_trust_pseudo_lightgbm_default,backend_sweep,lightgbm_default,fpos,compact backend sweep with lightgbm_default,0.11763214148903352,0.16545702998976522,0.5491914165690354,-0.036623821530218884,1.1578022201279816,0.007543058860329352
main,fpos,source_reweighted_anchor_stack_cluster_trust_pseudo_lightgbm_default,backend_sweep,lightgbm_default,fpos,compact backend sweep with lightgbm_default,0.12126282266726683,0.1695049449274758,0.5268634787512066,-0.03920551927220793,1.175470027595769,0.007321835064295759
main,fpos,source_reweighted_cluster_trust_pseudo_xgboost_default,backend_sweep,xgboost_default,fpos,compact backend sweep with xgboost_default,0.11973341284620441,0.17231699734878908,0.5110347849570446,-0.051152843538865164,1.2092022712325374,0.015639268049948973
main,fpos,source_reweighted_anchor_stack_cluster_trust_pseudo_xgboost_default,backend_sweep,xgboost_default,fpos,compact backend sweep with xgboost_default,0.11786569773276373,0.17399360072924527,0.501473465085337,-0.0599585094016117,1.348928730151501,0.003797922181231872
