target,selection_metric,reference_variant_id,reference_mae,reference_r2,mae_guardrail_limit,recommended_variant_id,recommended_mae,recommended_r2,r2_improvement,mae_regression_pct,passes_guardrail,beats_reference,recommended_holdout_mae,recommended_holdout_r2
fpos,r2,source_reweighted_anchor_stack_cluster_trust_pseudo_lightgbm_default,0.1446841756860604,0.23349043045093965,0.14902470095664222,source_reweighted_anchor_stack_cluster_trust_pseudo_xgboost_default,0.12907521616417014,0.35012132778661353,0.11663089733567389,-0.10788297647531953,True,True,0.11786569773276373,0.501473465085337
