label,recipe_id,mae,rmse,r2,bias,calibration_slope,notes,protocol,phase,split_id,protocol_mode,candidate_id,target,source_target,feature_view,model_family,model_name,is_ceiling_model,source_label_rows,target_label_rows,target_eval_rows,target_unlabeled_rows,used_unlabeled_paired,calibration_intercept,variant_id,family,backend
Paired-only raw,fmiss_paired_raw,0.2546698277441816,0.3488176370198956,-0.4501869882623188,-0.136442499937445,0.0160702502482541,Strict paired-only baseline,recording_disjoint_main,final_holdout,final_holdout,inductive,inductive|paired_only|xgboost|shape_only,fmiss,fmiss_extended,shape_only,paired_only,xgboost,False,0.0,107.0,100.0,0.0,False,0.2752547529563726,,,
Paired-only context,fmiss_paired_context,0.1950473293667486,0.2484181928294271,0.2644809443236344,0.0004146168103575,0.7700393918457245,Context-only target baseline,recording_disjoint_main,,,,,fmiss,fmiss_extended,,,,,,,,,,0.0634998416214703,contextual_paired_only_lightgbm,context_stack,lightgbm_default
Reduced-latent context,fmiss_reduced_latent,0.1719452413726764,0.2287270690286427,0.3764629523481959,-0.0390826558738813,0.9593588730958008,Final fmiss reduced-latent context stack,recording_disjoint_main,,,,,fmiss,fmiss_extended,,,,,,,,,,0.0487730968668166,source_plus_reduced_latent_fullctx_lightgbm,context_stack,lightgbm_default
