index,Paired context,Reduced latent
MEA64C_YGER,0.6269498703655104,0.6858613641172481
ENGLISH,-0.2647485189062493,-0.2452031021752277
CRCNS_HC1,-1.1767856744486085,-0.8372587161102379
KAMPFF,-3.735282005263929,-2.13592714802024
BOYDEN,-3.789238575212332,-3.6845172746781345
