recipe_id,label,study_set,row_count,mae,rmse,r2,bias,seed_count,row_count_std,mae_std,rmse_std,r2_std,bias_std
fmiss_paired_context,Paired-only context,PAIRED_BOYDEN,16.05263157894737,0.2857028843432019,0.3520522104417363,-3.789238575212332,0.0948975297087956,19,6.629072207930016,0.1223217874253326,0.1083971031280788,7.439604948842486,0.2432564666152314
fmiss_paired_context,Paired-only context,PAIRED_CRCNS_HC1,12.11111111111111,0.2258401954413182,0.2618551934205311,-1.1767856744486085,0.1412809686565223,18,5.248162523830908,0.0785925352127458,0.08241759578178,1.65336066532433,0.1253925285095803
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH,40.1,0.241828502502881,0.2971235603801755,-0.2647485189062493,-0.0323962010295727,20,10.42544963059148,0.0459228650162374,0.0518067632492233,0.5857455324732885,0.1327928915234144
fmiss_paired_context,Paired-only context,PAIRED_KAMPFF,16.5,0.2203446328376271,0.2815743234477977,-3.735282005263929,0.021120822510341,18,6.18465843842649,0.0957833181243544,0.0870825434208891,9.826791118575304,0.1934147902597561
fmiss_paired_context,Paired-only context,PAIRED_MEA64C_YGER,18.9,0.1048817258126374,0.1573377575567033,0.6269498703655104,0.0038069120086596,20,7.105631569396206,0.0388079102616751,0.0529543839706613,0.2243793078758368,0.0622364541579749
fmiss_reduced_latent,Reduced-latent context,PAIRED_BOYDEN,16.05263157894737,0.285265606377995,0.3383683502903167,-3.6845172746781345,0.1117209314295409,19,6.629072207930016,0.1191831237100954,0.1101648781026057,7.471206861782688,0.2252946696352775
fmiss_reduced_latent,Reduced-latent context,PAIRED_CRCNS_HC1,12.11111111111111,0.1842699519469172,0.2264925337240998,-0.8372587161102379,0.0957911114622251,18,5.248162523830908,0.0906535850065305,0.0969596417086616,1.6105090750658226,0.1237249079914882
fmiss_reduced_latent,Reduced-latent context,PAIRED_ENGLISH,40.1,0.2448267403653768,0.2959543462617192,-0.2452031021752277,-0.0588997207824671,20,10.42544963059148,0.0518030258074632,0.0577310993485144,0.5509318612470632,0.1460233647718015
fmiss_reduced_latent,Reduced-latent context,PAIRED_KAMPFF,16.5,0.2133974367650113,0.2805001645365362,-2.13592714802024,0.0048679128734831,18,6.18465843842649,0.0835137458312479,0.0896259716166114,4.224445043528034,0.1832574042876093
fmiss_reduced_latent,Reduced-latent context,PAIRED_MEA64C_YGER,18.9,0.0913745535481448,0.1441759089752304,0.6858613641172481,-0.0209657479813891,20,7.105631569396206,0.0302220940509905,0.047907234409642,0.1791787394118965,0.0530578777924658
