recipe_id,label,recording_key,row_count,mae,rmse,r2,bias,seed_count,row_count_std,mae_std,rmse_std,r2_std,bias_std
fmiss_paired_context,Paired-only context,PAIRED_BOYDEN::paired_boyden32c::1103_1_1,10.0,0.2177865445040038,0.2802330484274997,-0.0166388509846306,-0.0054370972485713,10,0.0,0.0668209364149116,0.0560321512256864,0.4131356453575055,0.1398686485553735
fmiss_paired_context,Paired-only context,PAIRED_BOYDEN::paired_boyden32c::419_1_8,11.0,0.1440216197948238,0.1926674084187868,0.3770035818054741,-0.1414624936317859,9,0.0,0.0312083899470873,0.0459975016739296,0.2993414100754466,0.0336005870292205
fmiss_paired_context,Paired-only context,PAIRED_CRCNS_HC1::paired_crcns::d11221_d11221.001,1.0,0.289912582804878,0.289912582804878,,0.289912582804878,12,0.0,0.1418720177260735,0.1418720177260735,0.0,0.1418720177260735
fmiss_paired_context,Paired-only context,PAIRED_CRCNS_HC1::paired_crcns::d11222_d11222.002,8.0,0.2475753277729693,0.2849059657302918,-2.48944885095521,0.1889587375865815,11,0.0,0.1092391187122576,0.1186413639410703,2.6600843032600876,0.1424518203515335
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m139_200114_191955,3.0,0.4104672334406955,0.4303479941878347,-45.86678954693528,-0.4104672334406955,12,0.0,0.1309682779950665,0.1192907633578374,21.99893207281977,0.1309682779950665
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m139_200114_222743,7.0,0.2875958472679787,0.2980292352029385,-2305.7445516288453,0.2875958472679787,13,0.0,0.1400658428862947,0.1371001893108277,1904.9293266483828,0.1400658428862947
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m14_190326_155432,3.0,0.2409095157375507,0.2588643234461267,-146.62721700994524,0.2230683714835165,14,0.0,0.1562770726252334,0.1594998701764326,155.69748307824688,0.175075698723439
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m15_190315_142052_cell1,6.0,0.1887337876449777,0.2231959515795036,-0.067227968861002,-0.1466113535372424,10,0.0,0.0339833416135009,0.0385246041311868,0.3663415953290265,0.0759664012063787
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m15_190315_152315_cell1,6.0,0.169485005621415,0.1810705094519517,-7.233494438507959,0.1568874075611562,10,0.0,0.0901229437065807,0.0939419499877038,7.930711021133888,0.0927053681136596
fmiss_paired_context,Paired-only context,PAIRED_ENGLISH::paired_english::m26_190524_100859_cell1,3.0,0.310417082453369,0.3630402871686403,-3.925268164003725,-0.2333460884953145,12,0.0,0.0945023774010457,0.1001519586944842,2.4007326302743506,0.176588456812472
