feature,paired_mean,hybrid_mean,abs_smd,feature_group
domain_label,1.0,0.0,2.2511638666104217,other
is_hybrid_labeled,0.0,1.0,2.2511638666104217,other
is_paired_unlabeled,0.9769539078156313,0.0,2.215626003461946,other
snr_recording_mean,4.359455760349849,6.296527720460967,2.1360158799617937,recording_context
wf_trough_to_peak_ms,0.987370364337297,0.3160268053720828,1.902963922452647,waveform
wf_zero_cross_post_ms,0.53598577401314,0.17118835314839279,1.787950640015415,waveform
wf_peak_trough_ms,0.9549840421583908,0.2750688022897402,1.7421899401638916,waveform
wf_bin_17,-0.40003637684599863,0.3427924338067693,1.7131576650832236,waveform
snr,4.359455760349849,6.296527720460967,1.7014487393944486,other
wf_ptp_ratio,4.359455760349849,6.296527720460967,1.7014487393944486,waveform
wf_bin_18,-0.265052109797661,0.3269337483578053,1.6682931382730033,waveform
wf_bin_16,-0.5922497494859476,0.10764574340069426,1.5902111156944656,waveform
amp_cv_recording_mean,0.45796925926193555,0.20644686032353976,1.5520255784044357,amplitude
wf_line_length_norm,2.2481769681560837,3.773327377210205,1.4870879411060867,waveform
wf_bin_19,-0.1697690766212754,0.2513426311533905,1.4192589173555215,waveform
precision,0.780982643655109,0.9378360171457721,1.3710220685017391,other
wf_bin_13,-0.3954051206884769,0.033924211313539364,1.3567146702560002,waveform
amp_mean_recording_mean,1172.6769124699763,41.9875311555053,1.3323901650317826,amplitude
wf_trough_width_25_ms,1.0987604839308245,0.2073357001321004,1.3318114321950716,waveform
peak_to_trough_uv,657.8382609538739,58.38190850241496,1.326299422222086,other
amp_bin_cv_mean,0.40371113767892547,0.19039641363414453,1.3025505617757052,amplitude
si_amplitude_cv_median_recording_mean,0.9156571278629262,0.2720406838433718,1.29611009463479,spikeinterface_qc
rec_noise_mean_uv,552.7153293258813,5.797276156128949,1.2569951169481617,other
template_norm_recording_mean,3969.952496601568,89.59927418036693,1.2490209583006315,recording_context
rec_noise_std_uv,43.39517375528879,0.3056071208029631,1.2140379744527894,other
wf_curvature_norm,1.2066870545178314,2.866725623504292,1.2080779059636322,waveform
agreement_score,0.014016867788912908,0.47873166196698985,1.2042028434512024,other
rec_sampling_rate,26458.47250055667,30000.0,1.2033274930219369,other
amp_cv,0.45796925926193555,0.2064468603235398,1.1778781616824818,amplitude
median_cosine,0.4533111570585089,0.10396980845475638,1.1407842061308784,other
n_confusable,24.97973725228234,2.988771466314399,1.1253183636142534,other
wf_bin_12,-0.22572846520943946,0.035396825426329964,1.123168999103819,waveform
wf_trough_sharpness,0.1438774068006057,0.3347466324532621,1.1202408821650638,waveform
half_width_ms,0.7731945372225933,0.1481230735358873,1.0986001634569837,other
wf_bin_20,-0.10287576423237514,0.1756532225913499,1.0917894753654738,waveform
wf_trough_width_50_ms,0.757257106806205,0.1464236569793043,1.0913751407839203,waveform
burst_index,0.17667135880045062,0.04500021227476841,1.0707998514383523,other
n_active_channels,14.318637274549099,6.49599570673712,1.0313536399839525,spatial_template
amp_std_recording_mean,641.4266354755393,7.9200504579860596,1.015750008605449,amplitude
amp_early_p50,965.6672790024494,41.031188077939234,1.004467198375683,amplitude
si_amplitude_median,-788.3363950122467,-39.203661657859975,0.9981369153868264,spikeinterface_qc
wf_bin_15,-0.85710503805883,-0.6663841590418863,0.9928899911452268,waveform
amp_p95,2277.410109107103,54.995188655878465,0.9745524265863703,amplitude
amp_mean,1172.6769124699765,41.9875311555053,0.9585459566701682,amplitude
tp,68.46081050990871,2262.8984065389695,0.9536690240084329,other
si_snr,3.5915936130863737,6.776270788196428,0.944979064400885,spikeinterface_qc
template_norm_recording_std,2665.0841548674684,38.88782075362699,0.9268275555829941,recording_context
mean_cosine_top5,0.8171701480399555,0.6225097958840334,0.9129519632887796,other
template_norm,3969.9524966015683,89.59927418036693,0.90916131495058,spatial_template
wf_pre_trough_slope,-1352.1803783887124,-208.14190943930865,0.8866134195609816,waveform
