target,variant_id,cv_mae,cv_r2,selected_rows,mean_selected_weight
fpos,acg_embed_anchor_stack_xgboost,0.1329602892437508,0.32911302778142426,150,0.11942091584205627
fpos,wf_acg_embed_anchor_stack_xgboost,0.13614101115887203,0.31349648924904006,150,0.11942091584205627
fpos,wf_embed_anchor_stack_xgboost,0.13787734903822252,0.3083949570569854,150,0.11942091584205627
fpos,reference_anchor_stack_xgboost,0.1404002128183648,0.2656960524634613,150,0.11942091584205627
