protocol_mode,candidate_id,model_family,model_name,feature_view,target,is_ceiling_model,mae,rmse,r2,bias,calibration_slope,calibration_intercept,primary_avg_mae,dummy_mae,best_hybrid_only_mae,beats_dummy,beats_best_hybrid_only,beats_dummy_all_primary_targets,beats_hybrid_only_all_primary_targets,advances_target,advances_all_primary_targets,advances
inductive,inductive|paired_only|lightgbm|unit_raw,paired_only,lightgbm,unit_raw,fpos,False,0.16596501825173576,0.22375361692277446,0.04308421837424303,0.004976874795374026,0.6943355551120295,0.06776159588187368,0.16596501825173576,,,False,False,False,False,False,False,False
