recipe_id,label,recording_disjoint_r2,recording_disjoint_mae,macro_r2,macro_mae,weighted_r2,weighted_mae,worst_family_r2,macro_r2_gap,weighted_r2_gap
fpos_pre_waveform_unlabeled,Trust-filtered unlabeled stack,0.406761955611441,0.1301866712108471,0.3715001488134389,0.1209464823574568,0.3589357668435318,0.1233273821488859,0.097686792145223,-0.035261806798002115,-0.04782618876790923
fpos_waveform_winner,Waveform-augmented stack,0.3906053969147798,0.1316994613076213,0.3975238051706978,0.1198672161323783,0.3817932510250088,0.1222597665916193,0.1379733842148397,0.006918408255917996,-0.008812145889771028
