variant_id,macro_mae,macro_r2,weighted_mae,weighted_r2,worst_family_r2,best_family_r2,family_count,seed_count
wf_embed_anchor_stack_xgboost,0.1198672161323783,0.3975238051706978,0.1222597665916193,0.3817932510250088,0.1379733842148397,0.7124856203631504,5,20
reference_anchor_stack_xgboost,0.1209464823574568,0.3715001488134389,0.1233273821488859,0.3589357668435318,0.097686792145223,0.708891891115753,5,20
