recipe_id,label,seed_count,mean_r2,std_r2,min_r2,max_r2,mean_mae,std_mae,mean_rank,median_rank,winner_count,top3_count
fpos_pre_waveform_unlabeled,Pre-waveform unlabeled structure,20,0.406761955611441,0.16298105409408892,0.0258920223283308,0.6815846729422548,0.13018667121084712,0.02285418020833423,2.4,2.5,5,17
fpos_context_stack,Context-first source stack,20,0.3972832018566536,0.16236056677644847,-0.0175178120049501,0.651568164260117,0.1328901663272017,0.02382013644389384,2.85,3.0,4,12
fpos_paired_context,Paired-only context,20,0.41875445265987005,0.11961042115175173,0.1965045249060367,0.6234375745367648,0.1337293038912158,0.021059760017292505,3.15,3.0,3,11
fpos_waveform_winner,Waveform-augmented structure,20,0.39060539691477986,0.18494375440235142,-0.0718189042250809,0.6854617076885421,0.13169946130762136,0.024832774292392203,3.25,3.0,4,11
fpos_paired_raw,Paired-only raw,20,0.4208807903133641,0.10731109142816428,0.1575297970706456,0.5645117611346726,0.13041981973960898,0.0157006391115597,3.35,4.0,4,9
