recipe_id,label,study_set,row_count,mae,rmse,r2,bias
fmiss_reduced_latent,Reduced-latent winner,PAIRED_BOYDEN,21,0.11498851865287442,0.15444670492380463,0.6652368857623525,-0.019303932336604428
fmiss_reduced_latent,Reduced-latent winner,PAIRED_CRCNS_HC1,9,0.12802111316720374,0.1776944046464713,-0.18206244470712418,-0.006746128951452828
fmiss_reduced_latent,Reduced-latent winner,PAIRED_ENGLISH,44,0.2303929594337947,0.27138131538680843,0.22876118923230715,-0.044654707417250104
fmiss_reduced_latent,Reduced-latent winner,PAIRED_KAMPFF,6,0.10335312169491527,0.11052787600322884,-1.4741064175278993,0.06475654962171463
fmiss_reduced_latent,Reduced-latent winner,PAIRED_MEA64C_YGER,20,0.06490803264952982,0.10541333923633331,0.8577348744562904,-0.02269826465778176
