recipe_id,label,study_set,row_count,mae,rmse,r2,bias
fpos_waveform_winner,Waveform winner,PAIRED_BOYDEN,21,0.04526752472851181,0.05706798382821253,0.5893689068629977,-0.013777566613309665
fpos_waveform_winner,Waveform winner,PAIRED_CRCNS_HC1,9,0.1542426345409807,0.23055294964960807,0.37128584768705897,-0.09046856173590882
fpos_waveform_winner,Waveform winner,PAIRED_ENGLISH,44,0.16431035074256747,0.21170008482188554,0.47697455034944314,-0.04395202240188867
fpos_waveform_winner,Waveform winner,PAIRED_KAMPFF,6,0.10606548715375026,0.12555763934062544,0.6850785762018787,-0.10606548715375026
fpos_waveform_winner,Waveform winner,PAIRED_MEA64C_YGER,20,0.05960703865216029,0.0813697245181267,0.5043857935065301,-0.05201024333487094
