iter	RMSE
447	0.001280720207
448	0.001276256565
449	0.001260336647
450	0.001253888215
451	0.00124584206
452	0.001235235813
453	0.001231316936
454	0.001214727899
455	0.001197950849
456	0.001188815643
457	0.001181833391
458	0.001166138954
459	0.001162886754
460	0.001160075218
461	0.001145685985
462	0.001135511178
463	0.001117679343
464	0.001105309483
465	0.001092952648
466	0.001084074231
467	0.001069152136
468	0.001057258532
469	0.001042709183
470	0.001029327514
471	0.001015675429
472	0.001007999685
473	0.0009988738797
474	0.0009859064147
475	0.0009747628632
476	0.000965741818
477	0.0009578768327
478	0.0009470454773
479	0.0009364039988
480	0.000924996129
481	0.0009198283533
482	0.000905535405
483	0.000896461389
484	0.0008879824602
485	0.0008805561818
486	0.0008681400976
487	0.0008588143474
488	0.0008515391867
489	0.0008410801588
490	0.0008302653971
491	0.0008207546323
492	0.0008122210134
493	0.0008021567462
494	0.0007913634175
495	0.0007856367251
496	0.000778580761
497	0.0007685469022
498	0.0007605257111
499	0.0007533936132
500	0.0007452164906
501	0.0007387361102
502	0.0007269633803
503	0.000715105056
504	0.0007064137546
505	0.0006972929076
506	0.0006923338875
507	0.0006832464289
508	0.0006754974694
509	0.0006708201772
510	0.0006630329609
511	0.000655060897
512	0.0006486748208
513	0.0006427589924
514	0.0006361475291
515	0.0006287124963
516	0.0006210213743
517	0.0006163213011
518	0.0006100976393
519	0.0006047930132
520	0.0005972255065
521	0.0005939244963
522	0.0005879388418
523	0.0005819754271
524	0.0005740309282
525	0.0005693961674
526	0.0005658069029
527	0.0005605491955
528	0.0005555702603
529	0.0005533414809
530	0.0005467828809
531	0.0005392447657
532	0.0005312497193
533	0.0005269826046
534	0.0005211766419
535	0.0005148620815
536	0.000509229395
537	0.0005032097062
538	0.0004976029311
539	0.0004932642863
540	0.0004866013093
541	0.0004813136642
542	0.0004770590436
543	0.000472128224
544	0.0004655765565
545	0.0004612284743
546	0.0004538740278
547	0.0004501948639
548	0.000446796021
549	0.0004411722418
550	0.0004392079569
551	0.0004332014957
552	0.0004282235074
553	0.0004217313995
554	0.0004188157575
555	0.0004124329358
556	0.0004092559457
557	0.0004053585143
558	0.000401018877
559	0.0003979194837
560	0.0003927218488
561	0.0003882222903
562	0.000383242943
563	0.0003800251588
564	0.0003759351218
565	0.0003711911541
566	0.0003679341572
567	0.000364360724
568	0.0003620726815
569	0.0003585098246
570	0.0003546276156
571	0.0003509585305
572	0.0003458950732
573	0.0003417531391
574	0.0003392029071
575	0.0003369433969
576	0.0003338570164
577	0.0003301939871
578	0.0003278533377
579	0.0003242270999
580	0.0003202734653
581	0.0003166892188
582	0.0003122400682
583	0.0003080071666
584	0.0003048643187
585	0.0003031022318
586	0.0002997518468
587	0.0002967526464
588	0.0002941000068
589	0.0002906550769
590	0.0002880975896
591	0.0002858699575
592	0.0002825654648
593	0.0002796785525
594	0.0002754382555
595	0.0002735022822
596	0.0002708316904
597	0.0002669890492
598	0.000265519077
599	0.000261878601
600	0.0002581030075
601	0.00025532653
602	0.0002531557053
603	0.0002513199547
604	0.0002497106115
605	0.0002462765605
606	0.0002443896628
607	0.000242092105
608	0.0002390764764
609	0.0002385996267
610	0.0002377418407
611	0.0002353844508
612	0.0002326215575
613	0.0002301706139
614	0.0002272504562
615	0.0002242261416
616	0.0002213940106
617	0.0002189231962
618	0.0002160366754
619	0.0002127381942
620	0.0002109932277
621	0.0002099950553
622	0.0002070780746
623	0.0002045038358
624	0.0002023993484
625	0.0001994477347
626	0.0001967201481
627	0.0001947881526
628	0.0001942701788
629	0.0001924366216
630	0.0001900844143
631	0.0001886207601
632	0.0001868718945
633	0.0001856079803
634	0.0001839472034
635	0.0001821715624
636	0.0001814904954
637	0.0001793144657
638	0.0001782484247
639	0.0001759350039
640	0.0001744650478
641	0.000173225723
642	0.000171361256
643	0.0001700643856
644	0.0001679979828
645	0.0001665994856
646	0.0001661828348
647	0.0001646042055
648	0.000162996279
649	0.0001611744994
650	0.0001594085548
651	0.0001574436182
652	0.0001553386765
653	0.000154114352
654	0.0001534607826
655	0.0001518949131
656	0.000150162948
657	0.0001484400349
658	0.000147053295
659	0.0001459882375
660	0.0001446108014
661	0.0001428094714
662	0.0001408442979
663	0.0001393406623
664	0.0001373748209
665	0.0001357898023
666	0.0001341052418
667	0.0001334788387
668	0.0001320149942
669	0.0001309498285
670	0.0001292237003
671	0.0001281559649
672	0.0001268280574
673	0.0001258508097
674	0.0001248033804
675	0.00012351549
676	0.0001227722235
677	0.0001214458877
678	0.0001196644347
679	0.0001183191535
680	0.000116707689
681	0.0001154335057
682	0.0001140709757
683	0.0001128828841
684	0.0001118610885
685	0.0001110932001
686	0.0001099138357
687	0.000109209053
688	0.0001082074682
689	0.0001069070925
690	0.0001059973191
691	0.0001044894906
692	0.0001034256777
693	0.0001020530008
694	0.000101540494
695	0.000100133394
696	9.917921603e-05
697	9.817847191e-05
698	9.670534322e-05
699	9.586680426e-05
700	9.472620185e-05
701	9.354747536e-05
702	9.298628623e-05
703	9.201593793e-05
704	9.084122099e-05
705	9.017978115e-05
706	8.971305607e-05
707	8.864371407e-05
708	8.808868109e-05
709	8.684603967e-05
710	8.608264219e-05
711	8.51226125e-05
712	8.475768835e-05
713	8.4526075e-05
714	8.326434083e-05
715	8.2402633e-05
716	8.149440065e-05
717	8.048532702e-05
718	7.980984197e-05
719	7.932482834e-05
720	7.842554256e-05
721	7.744712509e-05
722	7.671401504e-05
723	7.589019859e-05
724	7.541239834e-05
725	7.440825876e-05
726	7.381276098e-05
727	7.317676539e-05
728	7.298468193e-05
729	7.207170424e-05
730	7.136847732e-05
731	7.069728524e-05
732	6.993339907e-05
733	6.930720587e-05
734	6.831882833e-05
735	6.812469597e-05
736	6.704954683e-05
737	6.633541663e-05
738	6.558618437e-05
739	6.501581046e-05
740	6.432933e-05
741	6.342052679e-05
742	6.287602057e-05
743	6.224894438e-05
744	6.138584511e-05
745	6.062194295e-05
746	6.008649268e-05
747	5.93664281e-05
748	5.883219373e-05
749	5.83005801e-05
750	5.780754616e-05
751	5.691694995e-05
752	5.640048498e-05
753	5.601022438e-05
754	5.537901558e-05
755	5.452687938e-05
756	5.381996159e-05
757	5.348888232e-05
758	5.304876057e-05
759	5.255059411e-05
760	5.207609106e-05
761	5.148613864e-05
762	5.106749614e-05
763	5.061610392e-05
764	5.006436481e-05
765	4.942535966e-05
766	4.887296095e-05
767	4.836091153e-05
768	4.796650776e-05
769	4.734167047e-05
770	4.681319461e-05
771	4.621770845e-05
772	4.56889271e-05
773	4.524046557e-05
774	4.456121053e-05
775	4.401523577e-05
776	4.351993893e-05
777	4.298216738e-05
778	4.287960697e-05
779	4.252222789e-05
780	4.214481025e-05
781	4.170988722e-05
782	4.132894088e-05
783	4.124972195e-05
784	4.083517114e-05
785	4.041031875e-05
786	4.002382066e-05
787	3.947021136e-05
788	3.927730422e-05
789	3.891465696e-05
790	3.845039607e-05
791	3.794048852e-05
792	3.744551146e-05
793	3.714806429e-05
794	3.677449375e-05
795	3.63334953e-05
796	3.587721342e-05
797	3.549231294e-05
798	3.502884988e-05
799	3.470837127e-05
800	3.434948893e-05
801	3.41197889e-05
802	3.36645045e-05
803	3.358567025e-05
804	3.313813409e-05
805	3.278645288e-05
806	3.260115393e-05
807	3.232596261e-05
808	3.183406871e-05
809	3.135007097e-05
810	3.1066738e-05
811	3.085984894e-05
812	3.052812253e-05
813	3.012345207e-05
814	3.00530516e-05
815	2.976222733e-05
816	2.968452987e-05
817	2.945360187e-05
818	2.913824219e-05
819	2.872323803e-05
820	2.849890676e-05
821	2.819266311e-05
822	2.782513544e-05
823	2.753601859e-05
824	2.718866039e-05
825	2.690308576e-05
826	2.653141549e-05
827	2.618308348e-05
828	2.583692791e-05
829	2.556714393e-05
830	2.523016485e-05
831	2.497575614e-05
832	2.492448027e-05
833	2.46213812e-05
834	2.430823728e-05
835	2.4211753e-05
836	2.415178483e-05
837	2.398994437e-05
838	2.369500123e-05
839	2.35388327e-05
840	2.335238672e-05
841	2.309018227e-05
842	2.281236263e-05
843	2.259556439e-05
844	2.241148931e-05
845	2.217981415e-05
846	2.196356817e-05
847	2.169899883e-05
848	2.163005174e-05
849	2.151911711e-05
850	2.146755423e-05
851	2.132555846e-05
852	2.114135946e-05
853	2.089931983e-05
854	2.062156418e-05
855	2.043047689e-05
856	2.019524414e-05
857	1.999914994e-05
858	1.979389696e-05
859	1.960472543e-05
860	1.93726328e-05
861	1.919916489e-05
862	1.89215116e-05
863	1.871454889e-05
864	1.848857795e-05
865	1.824759392e-05
866	1.808468034e-05
867	1.785775025e-05
868	1.775438984e-05
869	1.758401755e-05
870	1.748841387e-05
871	1.727551452e-05
872	1.723465251e-05
873	1.712342292e-05
874	1.690144461e-05
875	1.667216945e-05
876	1.640560916e-05
877	1.623863638e-05
878	1.605435874e-05
879	1.594559649e-05
880	1.577146365e-05
881	1.556423081e-05
882	1.539094201e-05
883	1.535901297e-05
884	1.526768381e-05
885	1.511943931e-05
886	1.502539143e-05
887	1.486577768e-05
888	1.483854534e-05
889	1.469737895e-05
890	1.45848434e-05
891	1.446150819e-05
892	1.44281462e-05
893	1.423240942e-05
894	1.416353945e-05
895	1.401378164e-05
896	1.390681432e-05
897	1.378417559e-05
898	1.363348494e-05
899	1.350098008e-05
900	1.333966419e-05
901	1.318496503e-05
902	1.30157025e-05
903	1.287601429e-05
904	1.280547943e-05
905	1.267765445e-05
906	1.254772392e-05
907	1.240845497e-05
908	1.238252998e-05
909	1.223590996e-05
910	1.220426255e-05
911	1.212051167e-05
912	1.203993447e-05
913	1.194165742e-05
914	1.184112427e-05
915	1.171600773e-05
916	1.151574595e-05
917	1.13855298e-05
918	1.123730956e-05
919	1.110205845e-05
920	1.101989535e-05
921	1.090855543e-05
922	1.08086677e-05
923	1.065895323e-05
924	1.056889851e-05
925	1.052234256e-05
926	1.0396743e-05
927	1.030730957e-05
928	1.021545881e-05
929	1.005073382e-05
930	9.944227785e-06
931	9.880384195e-06
932	9.796272872e-06
933	9.69039522e-06
934	9.601768887e-06
935	9.495129449e-06
936	9.426394765e-06
937	9.343885655e-06
938	9.299823127e-06
939	9.189178275e-06
940	9.101315476e-06
941	8.973052477e-06
942	8.852305887e-06
943	8.739988432e-06
944	8.640836531e-06
945	8.561678454e-06
946	8.478093582e-06
947	8.372451838e-06
948	8.351679771e-06
949	8.253256075e-06
950	8.157972639e-06
951	8.066558684e-06
952	8.026052536e-06
953	7.952929041e-06
954	7.847409319e-06
955	7.739229523e-06
956	7.670753714e-06
957	7.571941606e-06
958	7.488074225e-06
959	7.434792677e-06
960	7.336654651e-06
961	7.272706963e-06
962	7.228674761e-06
963	7.153697296e-06
964	7.092069723e-06
965	7.003289724e-06
966	6.906760897e-06
967	6.839961567e-06
968	6.767742534e-06
969	6.681844797e-06
970	6.585323755e-06
971	6.54177958e-06
972	6.464601296e-06
973	6.393068875e-06
974	6.335810596e-06
975	6.256546136e-06
976	6.207724014e-06
977	6.171396844e-06
978	6.108937594e-06
979	6.055336119e-06
980	6.010650264e-06
981	5.995118059e-06
982	5.935643989e-06
983	5.917790482e-06
984	5.864281966e-06
985	5.789208192e-06
986	5.748431281e-06
987	5.684085037e-06
988	5.64419944e-06
989	5.586443692e-06
990	5.514168041e-06
991	5.443454567e-06
992	5.372847096e-06
993	5.315490181e-06
994	5.254433374e-06
995	5.213704522e-06
996	5.147709719e-06
997	5.08338107e-06
998	5.022377512e-06
999	4.965681637e-06
