mae,rmse,r2,bias,calibration_slope,calibration_intercept,cv_r2,cv_mae
0.147097918191915,0.20356369476122774,0.31762614658052934,-0.021756162253867548,1.1561762128856035,-0.009346924531380928,-0.7309101721824958,0.25182152482313447
