mae,rmse,r2,bias,calibration_slope,calibration_intercept,cv_r2,cv_mae
0.15275973309432425,0.20334406018220408,0.31909784360097804,-0.004892967810582089,0.8669123457690633,0.03364216331773102,0.30225376321830655,0.15566029692610311
