target,selection_metric,reference_variant_id,reference_mae,reference_r2,mae_guardrail_limit,recommended_variant_id,recommended_mae,recommended_r2,r2_improvement,mae_regression_pct,passes_guardrail,beats_reference,recommended_holdout_mae,recommended_holdout_r2
fpos,r2,source_reweighted_anchor_stack_cluster_trust_pseudo_lightgbm_default,0.12508158276568307,0.3918130114726145,0.12883403024865356,source_reweighted_anchor_stack_cluster_trust_pseudo_xgboost_default,0.1171352670764851,0.42873842149731933,0.03692541002470484,-0.0635290625006234,True,True,0.1512974021124991,0.3930731547240762
