target,variant_id,family,backend,feature_set,cv_mae,cv_r2,selected_rows,mean_selected_weight
fpos,source_reweighted_cluster_trust_pseudo_lightgbm_default,backend_sweep,lightgbm_default,source_reweighted,0.1326060165323654,0.345335369617393,160,0.13629575073719025
fpos,source_reweighted_cluster_trust_pseudo_xgboost_default,backend_sweep,xgboost_default,source_reweighted,0.12136035196113833,0.40395308208636216,160,0.13629575073719025
fpos,source_reweighted_anchor_stack_cluster_trust_pseudo_lightgbm_default,backend_sweep,lightgbm_default,anchor_stack,0.12508158276568307,0.3918130114726145,160,0.13629575073719025
fpos,source_reweighted_anchor_stack_cluster_trust_pseudo_xgboost_default,backend_sweep,xgboost_default,anchor_stack,0.1171352670764851,0.42873842149731933,160,0.13629575073719025
