held_out_family,reference_anchor_stack_xgboost,wf_embed_anchor_stack_xgboost,waveform_minus_reference
PAIRED_BOYDEN,0.2939883974406045,0.1481785112294176,-0.1458098862111869
PAIRED_CRCNS_HC1,0.5382206314453812,0.4833171886525726,-0.05490344279280862
PAIRED_MEA64C_YGER,0.5331855803545946,0.503675475647728,-0.029510104706866658
PAIRED_ENGLISH,0.351365794071245,0.3624835100537141,0.011117715982469079
PAIRED_KAMPFF,0.546858025438618,0.6951835097340692,0.14832548429545123
