variant_id,macro_mae,macro_r2,weighted_mae,weighted_r2,worst_family_r2,best_family_r2
reference_anchor_stack_xgboost,0.1254547166160108,0.4527236857500886,0.1310711830808069,0.4239808605986465,0.2939883974406045,0.546858025438618
wf_embed_anchor_stack_xgboost,0.1221894566097254,0.4385676390635004,0.1267162867210349,0.4116170208263086,0.1481785112294176,0.6951835097340692
